date,open,high,low,close,volume,log_return,log_volume_chg,log_trading_range,vol_10,vol_30,garch_vol_10
2014-10-30,19.0,19.5,16.88,17.45,6884159.0,0.0,0.0,0.0,0.0,0.0,
2014-10-31,17.79,18.14,17.66,17.75,429081.0,0.017045867272988513,-2.775332541807064,-1.6971434928532054,0.0,0.0,
2014-11-03,17.56,17.7,17.5,17.56,111994.0,-0.010761927714454167,-1.343200413862716,-0.8754687373539043,0.0,0.0,
2014-11-04,17.75,17.75,17.09,17.38,187744.0,-0.010303468369724733,0.5166340343119256,1.1939224684724383,0.0,0.0,
2014-11-05,17.14,17.57,16.91,17.04,361380.0,-0.019756598436076356,0.6548507035402356,0.0,0.0,0.0,
2014-11-06,17.0,17.44,17.0,17.25,440337.0,0.012248622076199478,0.19761030656084166,-0.4054651081081617,0.0,0.0,
2014-11-07,17.17,17.27,17.06,17.22,56610.0,-0.0017406444777843255,-2.0513546947959576,-0.739667196194837,0.0,0.0,
2014-11-10,17.52,18.19,17.15,18.0,157805.0,0.04430025889657996,1.0251744455392977,1.5998684614179481,0.0,0.0,
2014-11-11,18.14,18.99,18.04,18.78,125061.0,0.042420715883952465,-0.23255847531884122,-0.09051400754083516,0.0,0.0,
2014-11-12,18.85,18.98,18.27,18.86,122227.0,0.004250803425194238,-0.022921646673720986,-0.2911970145592235,0.0,0.0,
2014-11-13,18.64,19.55,18.51,19.26,99755.0,0.02098712916466816,-0.20316279176828012,0.3817110221000552,0.04889044632971237,0.0,
2014-11-14,19.0,20.0,19.0,20.0,73860.0,0.03770186718401147,-0.3005457704026071,-0.039220713153280476,0.05261488617233699,0.0,
2014-11-17,19.95,20.45,19.38,20.19,98493.0,0.009455158770755201,0.28781407023847194,0.06765864847381507,0.049627089270136565,0.0,
2014-11-18,20.2,20.2,19.36,19.65,108160.0,-0.027110094009475727,0.09362613263176556,-0.24201203561859297,0.055291125002976595,0.0,
2014-11-19,19.65,20.15,19.4,19.74,111079.0,0.004569695690065156,0.026630047582715477,-0.11332868530700299,0.049871678364212295,0.0,
2014-11-20,20.0,20.4,19.68,20.28,83486.0,0.02698814471764699,-0.2855627067485109,-0.040821994520256755,0.05055222520696881,0.0,
2014-11-21,20.21,20.83,19.8,20.0,147761.0,-0.01390290516899162,0.5709171504706809,0.3580628692135797,0.053588167799559425,0.0,
2014-11-24,20.21,20.74,19.5,20.65,190558.0,0.031983045853051006,0.25436050657034137,0.18555257737540218,0.05045876616666736,0.0,
2014-11-25,20.79,21.65,20.75,21.37,175685.0,0.03427274992401452,-0.08126399141583107,-0.3204718952747721,0.04816197323518716,0.0,
2014-11-26,21.63,21.9,21.11,21.48,129241.0,0.0051342003096075395,-0.3070137402851305,-0.13036181786324308,0.04807761459561716,0.0,
2014-11-28,21.71,21.89,21.25,21.6,69059.0,0.005571045049455492,-0.6267176667740895,-0.2105647691073477,0.04789163561041525,0.0,
2014-12-01,21.95,22.1,20.77,20.9,122491.0,-0.032944155719354384,0.5730763462031891,0.7314660448620824,0.05224616951274248,0.0,
2014-12-02,20.76,21.86,20.75,20.98,123122.0,0.003820443997386125,0.0051381758151567425,-0.18081892690942153,0.05209509091056453,0.0,
2014-12-03,20.76,22.09,20.75,22.08,118143.0,0.051102618440743264,-0.041279978555687435,0.1883095986385776,0.055524869977485014,0.0,
2014-12-04,22.0,22.31,21.38,22.17,94423.0,0.004067802219325678,-0.22411106761463273,-0.3652403067976556,0.05556159486666491,0.0,
2014-12-05,22.37,22.37,21.59,22.2,96389.0,0.001352265250013751,0.020607399679025917,-0.17589066646366242,0.05456770257431007,0.0,
2014-12-08,22.0,23.12,21.83,22.09,128310.0,-0.004967271446207899,0.286057123685044,0.503103577672081,0.05281772447302377,0.0,
2014-12-09,22.28,22.28,21.41,21.61,101767.0,-0.02196884691323131,-0.23176332437281388,-0.39390428570708935,0.0540709477577475,0.0,
2014-12-10,21.97,22.1,20.6,21.92,97132.0,0.014243291561020222,-0.04661500837129573,0.5447271754416709,0.04962506355175882,0.0,
2014-12-11,21.87,22.64,20.06,20.99,140662.0,-0.043353328247273115,0.3702889712993205,0.5423242908253624,0.059147830896573106,0.0,
2014-12-12,21.14,21.48,20.62,20.88,74757.0,-0.005254370818103649,-0.6321169960908559,-1.0986122886681111,0.058841263738968703,0.12862681723878627,
2014-12-15,21.02,21.48,20.34,20.42,281189.0,-0.022276950277918317,1.3247841877346627,0.2818511521409889,0.056292998019540366,0.13111442153231503,
2014-12-16,20.52,21.06,19.51,19.79,196740.0,-0.031338053122045295,-0.3571439810213324,0.30722666852474884,0.059556284195866636,0.13517162118907808,
2014-12-17,19.6,20.45,18.8,19.18,218430.0,-0.03130869015918236,0.10458253699011877,0.06252035698133496,0.0415776364817326,0.1390451537999659,
2014-12-18,19.23,19.44,18.14,18.8,228842.0,-0.020011199619388353,0.04656621201822375,-0.23841102344499676,0.03915422721134327,0.13908902544068139,
2014-12-19,18.71,20.45,18.2,19.56,771512.0,0.03962979477076756,1.2153204167046567,0.5485659517488372,0.05499462275900308,0.1435401189566728,
2014-12-22,19.65,20.17,18.82,19.2,190142.0,-0.018576385572935283,-1.4005810643567784,-0.5108256237659896,0.05477846696250611,0.14523690275181017,
2014-12-23,19.2,19.58,18.36,19.3,209362.0,0.0051948168771036585,0.09629364965862308,-0.1012537337051749,0.05594413594565499,0.13904059402753402,
2014-12-24,19.21,19.22,18.51,18.7,213099.0,-0.03158157205029877,0.017692035361539737,-0.541341167691944,0.05365510193843295,0.13663659176272147,
2014-12-26,18.8,19.02,18.4,18.42,106299.0,-0.015086493033380055,-0.6955009684950646,-0.13554549199621846,0.04915022172941614,0.13735985276303447,
2014-12-29,18.34,19.04,18.18,18.35,263903.0,-0.0038074563265815264,0.9093257334211362,0.3272129112084139,0.04928835071119823,0.1355194188549782,
2014-12-30,18.33,18.7,17.89,18.3,319364.0,-0.002728514653203895,0.1907499067076941,-0.059898141581069875,0.04916393562441407,0.1292727602591481,
2014-12-31,18.38,18.86,17.91,18.2,399631.0,-0.005479465764625768,0.22421010324823065,0.1594277369281029,0.046539960711509384,0.12865006274421834,
2015-01-02,18.15,18.79,17.94,17.94,172053.0,-0.014388737452099676,-0.8427390524598906,-0.11122563511022612,0.04333552681260506,0.12684703376404635,
2015-01-05,17.86,19.43,17.55,18.0,179280.0,0.0033389012655145045,0.04114626060957072,0.7937907063396348,0.04248294699818467,0.1267766546305917,
2015-01-06,18.1,18.64,17.65,18.29,127147.0,0.015982704506609657,-0.34360493208299303,-0.6413221126953568,0.030477586142297893,0.12453468032130541,
2015-01-07,18.23,18.89,18.17,18.54,165996.0,0.013576097734934844,0.2666197942709996,-0.31845373111853825,0.031968155816324735,0.12517702056013333,
2015-01-08,18.56,19.47,18.56,19.3,315648.0,0.04017453577313068,0.6426639769810922,0.2341933875007965,0.044402819298245105,0.1277546690320449,
2015-01-09,19.98,20.37,19.63,19.71,254208.0,0.021021025253789016,-0.2164748391191722,-0.20679441331267778,0.03884930384173437,0.12448054264880132,
2015-01-12,19.83,22.0,19.73,20.95,339578.0,0.06101252520351785,0.28955084069955994,1.12088492427723,0.0518110983170199,0.1397246404407032,
2015-01-13,21.05,21.65,20.06,20.48,110374.0,-0.022689846196839447,-1.123829071381726,-0.3560458152611711,0.05667950141031869,0.14123461279295527,
2015-01-14,20.39,20.7,20.03,20.55,129719.0,0.003412140770936656,0.1614959736374697,-0.8642115828292681,0.056016730273624186,0.1375661327292112,
2015-01-15,20.46,20.93,19.28,19.34,125476.0,-0.06068545091709554,-0.033256067273580214,0.9012528545096165,0.07555880178917117,0.15000147590707,
2015-01-16,19.36,19.55,18.71,19.14,307462.0,-0.010395104000339828,0.8962369971501829,-0.6751286750572663,0.07500866728708803,0.13940973877911308,
2015-01-20,19.22,19.24,18.18,18.2,102437.0,-0.05035879194205872,-1.099103526907383,0.23262229526875247,0.08517698676946314,0.14629735001695715,
2015-01-21,18.34,18.62,18.15,18.56,248674.0,0.01958713327530459,0.8868948262503125,-0.8132914924020022,0.08556400600220464,0.1484405116801667,
2015-01-22,18.58,19.11,18.41,19.01,173829.0,0.023956429142283575,-0.35807074434746866,0.3983476403392942,0.08668769019313044,0.15143030936634452,
2015-01-23,19.09,19.42,18.75,19.32,185435.0,0.01617567228403427,0.06463235895892083,-0.043802622658389356,0.08245128195329669,0.15181365965463492,
2015-01-26,19.42,19.43,18.7,19.3,119397.0,-0.0010357328735324245,-0.4402503413141794,0.08576682175742312,0.08080117290192093,0.15070682354670326,
2015-01-27,19.21,19.4,19.03,19.33,123086.0,0.0015531973093998452,0.0304292230322325,-0.6795415285041742,0.06424024782170748,0.14524260241986617,
2015-01-28,19.17,19.55,19.11,19.33,108113.0,0.0,-0.1297063216128862,0.17327172127404644,0.06336473926066066,0.1452437813863306,
2015-01-29,19.24,19.61,19.07,19.59,81113.0,0.013360938736209693,-0.28733373222775604,0.20479441264600873,0.06454595978232519,0.1446127026131927,
2015-01-30,19.31,20.6,19.31,20.18,339923.0,0.029672782969013767,1.4328758771673389,0.8708283577974014,0.05134303578557548,0.14440904920296946,
2015-02-02,21.0,21.81,20.55,21.67,463846.0,0.0712368006228048,0.31083347921104476,-0.023530497410197804,0.06811387112795066,0.15680876572274485,
2015-02-03,21.95,22.33,21.36,21.38,194813.0,-0.013472909951368628,-0.8675124764899973,-0.26157092844809476,0.05241230069569005,0.155903808841339,
2015-02-04,21.56,21.92,21.07,21.74,240045.0,0.01669797609616408,0.20878628167137947,-0.13205972201306354,0.05234538744335302,0.15216768598941113,
2015-02-05,22.76,23.95,22.36,23.87,680565.0,0.09346855865767534,1.042096929765373,0.6262529457299133,0.07605822810012355,0.1748892054594525,
2015-02-06,23.95,25.1,23.58,24.34,289972.0,0.019498647208642694,-0.8531389689364719,-0.04502368137395296,0.07593446763448426,0.17529918167905045,
2015-02-09,24.14,24.98,24.14,24.46,176240.0,0.004918042699645131,-0.4979376641008759,-0.593063722002965,0.07499409905458132,0.17056688675372939,
2015-02-10,24.81,24.84,23.7,24.61,224666.0,0.006113734143938121,0.24276815238665606,0.3053816495511825,0.07431234009568373,0.1687844425844791,
2015-02-11,24.77,24.77,23.39,23.64,250248.0,-0.04021267186506705,0.10783757127465776,0.19105523676270803,0.08608059683679467,0.17557818931762162,
2015-02-12,23.67,24.45,22.84,23.56,170304.0,-0.0033898337545115176,-0.3848673508001781,0.15415067982725866,0.08761344196926371,0.17562296043584763,
2015-02-13,23.48,23.91,22.72,23.04,152458.0,-0.022318522955695475,-0.11069592707607612,-0.3022808718729322,0.09153973959975262,0.17779562642812224,
2015-02-17,22.82,22.98,21.8,22.24,222992.0,-0.03533936644530877,0.3802467480980063,-0.008438868645865932,0.08480894018977528,0.18169927097483202,
2015-02-18,22.11,22.61,22.06,22.6,115809.0,0.01605743689585859,-0.6551936140510648,-0.7633514392331924,0.08426933046616954,0.1818674922348209,
2015-02-19,22.67,23.5,22.63,23.07,143362.0,0.02058316590742182,0.2134306176960763,0.45857493342211264,0.08459902153643682,0.18214519220559694,
